Name,Location,Start date,End date,Type,Format,Rounds,URL,Special,Continent,Category,Live games,Prize Fund,Description,Venue,Landing,Players
Golders Green FIDE Rapid Open,London - England,July 5,July 5,Open,Rapid,,https://form.jotform.com/211384934514961,,Europe,,,,,,,
Norwegian National Blitz Championship - Velkomstlyn Landsturneringen,Bergen - Norway,July 5,July 5,Open,Blitz,,https://nm2025.no/,,Europe,,,,,,,
II Internacional de Xadrez Concello de Poio APECR 2025,Spain,July 5,July 5,Open,Rapid,,https://xadrez-apecr.com/,,Europe,,,,,,,
Dutch National Championship ,The Netherlands,July 5,July 12,Closed,Classical,,https://www.chessdom.com/dutch-chess-championship-2025-live/,,Europe,,,,,,,
Dutch Women National Championship,The Netherlands,July 5,July 12,Women,Classical,,https://www.chessdom.com/dutch-women-chess-championship-2025/,,Europe,,,,,,,
Lankaran Open 2025,Lankaran - Azerbaijan,July 6,July 13,Open,Classical,,https://lankaranopen2025.chess.az/,,Asia,,,,,,,
V OPEN INTERNACIONAL DE BLITZ MAGISTRAL DE LEON,Leon - Spain,July 6,July 6,Open,Blitz,,https://www.advancedchessleon.com/,,Europe,,,,,,,
XVI CHESS FESTIVAL ISCHIA THE GREEN ISLAND,Forio - Italy,July 6,July 13,Open,Classical,,http://www.giochidinatale.it/pannello/documenti/en16.pdf,,Europe,,,,,,,
Coulsdon Chess Rapidplay,London - England,July 6,July 6,Open,Rapid,,https://ccfworld.com/Chess/Adult%20Competitions/Rapidplay_info.html,,Europe,,,,,,,
Ealing Broadway FIDE Rapidplay,London - England,July 6,July 6,Open,Rapid,,https://eu.jotform.com/form/231547028469361,,Europe,,,,,,,
21st Memorial Rapid Tournament “Uros Dinis”,Paracin - Serbia,July 6,July 6,Open,Rapid,,https://www.chessdom.com/paracin-chess-festival-2025/,,Europe,,,,,,,
23rd International Open Condino Valle Chiese,Trentino - Italy,July 6,July 10,Open,Classical,,http://www.arcoworldchess.com/,,Europe,,,,,,,
Greek Youth Chess Championships,Thessaloniki - Greece,July 6,July 12,Open,Classical,,https://www.chessdom.com/2025-greek-national-youth-championships-open-u16-live/,,Europe,juniors,,,,,,
V Macieja Memorial,Warsaw - Poland,July 7,July 7,Open,Blitz,,http://www.poloniachess.pl/warsaw_chess_festival/turniej_2025/,,Europe,,,,,,,
Scottish Championships 2025,Dunfermline - Scotland,July 7,July 13,Open,Classical,,https://www.chessdom.com/scottish-championship-open-2025-live/,,Europe,,,,,,,
Jihlava Open ,Jihlav - Czechia,July 7,July 13,Open,Classical,,https://www.chessdom.com/jihlava-chess-open-2025-live/,,Europe,,,,,,,
Summer Chess Classic 2025,Saint Louis - Missouri - USA,July 7,July 12,RR,Classical,,https://saintlouischessclub.org/event/summer-chess-classic/,,North America,,,,,,,
Spanish Youth Chess Championships 2025 U12,Almeria - Spain,July 7,July 14,Open,Classical,,https://feda.org/feda2k16/c11-2025-convocatoria-de-los-campeonatos-de-espana-individuales-sub-8-a-sub-16/,,Europe,juniors,,,,,,
XXIV Najdorf Memorial,Warsaw - Poland,July 8,July 16,Open,Classical,,http://www.poloniachess.pl/warsaw_chess_festival/turniej_2025/,,Europe,,,,,,,
Slovakia Chess Open Piešťany 2025,Piešťany,July 8,July 16,Open,Classical,,https://www.chessdom.com/slovakia-chess-open-piestany-2025-live/,,Europe,,,,,,,Anton Korobov
Muswell Hill FIDE Chess,London - England,July 8,July 8,Open,Rapid,,https://form.jotform.com/62384663046964,,Europe,,,,,,,
"7th Ayodhana International Fide Rating Chess Tournament,2025",Assam - India,July 8,July 13,Open,Classical,,https://aicf.in/wp-content/uploads/2025/04/7th-Ayodhana-Tiournamment-Brouchure-1.pdf,,Asia,,,,,,,
Jihlava Rapid Open ,Jihlav - Czechia,July 8,July 8,Open,Rapid,,http://chesshousepraha.cz/,,Europe,,,,,,,
2025 NY Marshall Summer Six Day GM/IM Invitational,New York - USA,July 8,July 13,RR,Classical,,https://nycchessnorms.com/2025-ny-marshall-summer-six-day-gm-im-invitational/,,North America,,,,,,,
Slovakia National Chess Championship,Slovakia,July 8,July 16,National,Classical,,https://www.chessdom.com/slovakia-chess-championship-live/,,Europe,,,,,,,"Jergus Pechac, Viktor Gazik, Martin Neugebauer"
Slovakia National Chess Championship,Slovakia,July 8,July 16,National,Classical,,https://www.chessdom.com/slovakia-women-championship-live/,,Europe,women,,,,,,
14th Split Chess Open,Split - Croatia,July 9,July 17,Open,Classical,,https://www.skbrdasplit.hr/en/split-open/,,Europe,,,,,,,
AlphaChess North London FIDE Rapid,Potters Bar - England,July 9,July 9,Open,Rapid,,https://britchess.wufoo.com/cabinet/f67df728-b967-4501-9ff4-9919550cd2cb,,Europe,,,,,,,
Checkmate First International Open FIDE Rating Tournament 2025,West Bengal - India,July 9,July 13,Open,Classical,,https://aicf.in/wp-content/uploads/2025/04/Checkmate-FIDE-Rating-Chess-Tournament-2025-1-1.pdf,,Asia,,,,,,,
Norwegian Women Blitz Chess Championship ,Bergen - Norway,July 9,July 9,Open,Blitz,,https://nm2025.no/,,Europe,women,,,,,,
Rhodes WCF International Open,Rhodes - Greece,July 9,July 19,Open,Classical,,https://worldchessfestival.com/rodos2025,,Europe,,,,,,,
2025 Asian Dragons International Invitation Chess Tournament,Taipei City - Tawain,July 10,July 16,Open,Classical,,https://calendar.fide.com/event_files/3414/2025_Asian_Dragons__final_.pdf,,Asia,,,,,,,
Winter Rapid 2025,Adelaide - Australia,July 10,July 10,Open,Rapid,,https://sachess.org.au/event/winter-rapid-2025/,,Oceania,,,,,,,
Gold Coast Open 2025,Broadbeach Waters - Australia,July 10,July 14,Open,Classical,,https://goldcoastopenchess.com.au/,,Oceania,,,,,,,
yes Coast Open ,yes Coast - Australia,July 11,July 13,,Classical,,https://auschess.org.au/,,Oceania,,,,,,,
3rd Kent FIDE Congress,Tunbridge Wells - England,July 11,July 13,Open,Classical,,https://tinyurl.com/Psyon-Chess-Kent-SP3,,Europe,,,,,,,
EJCOA National Youth Championship Finals,Arobretum - England,July 11,July 13,Junior,Rapid,,https://ejcoa.co.uk/,,Europe,juniors,,,,,,
The Checkmate FIDE Open 2025,Adelaide - Australia,July 11,July 13,Open,Classical,,https://sachess.org.au/event/the-checkmate-fide-open-2025/,,Oceania,,,,,,,
KCA’s International Chess Festival God’s Own Country’s 1st GM International Open-C (1700 and Below),Kerala - India,July 11,July 13,Open,Classical,,https://aicf.in/wp-content/uploads/2025/04/Brochure-Category-A-cak-website.pdf,,Asia,,,,,,,
2nd Ratan Tata Memorial Below 1800 International Open FIDE Rating Chess Tournament,Andhra Pradesh - India,July 11,July 13,,,,,,Asia,,,,,,,
Paracin Open blitz,Paracin - Serbia,July 11,July 11,Open,Blitz,,https://www.chessdom.com/paracin-chess-festival-2025/,,Europe,,,,,,,
9th International Festival Usciamo Dallo Stallo,Marche - Italy,July 11,July 13,Open,Classical,,https://vesus.org/tournament/RKVNoQ3n,,Europe,,,,,,,
3rd Adly International Chess Festival,Nasr - Egypt,July 11,July 18,,Classical,,https://www.facebook.com/ahmed.adly.9809/posts/pfbid0eN6YbzMju9LTaLFYqPRSt5JwDowTLYJjdQeyorTCjTJ1vd9mM7ctu9h6YcUKmmEcl?__cft__[0]=AZWJeGen84e0HO7etFHAt-ITmNJuJhG2i_xyaS8O9PinQuEiBvAexVZU6YImd8XGTwEiVESWmz7O-TNQqhxqHbqZRQOIAI1ZkaFjPXVpF-BqkhgEOJd1h15WwleSIkMkgKiW7Njeez7TgWSnjhN4_3n9yQGedDY8XtrFiV_Z7U8-_uB8EFMJaHrw2WN2H_SIoYw&__tn__=%2CO%2CP-R,,Africa,,,,,,,
Usciamo Dallo Stallo,Marche - Italy,July 11,July 13,Open,Classical,,https://www.chessdom.com/9o-usciamo-dallo-stallo/,,Europe,,,,,,,
Roland Eime Memorial,Adelaide - Australia,July 11,July 13,Open,Classical,,https://www.chessdom.com/roland-eime-memorial-checkmate-2025-live/,,Oceania,,,,,,,
Biel International Chess Festival – Masters,Biel - Switzerland,July 12,July 25,RR,Mixed,KO,https://calendar.chessdom.com/biel-international-chess-festival-masters-triathlon-2025/,yes,Europe,,,,,,,"Aravindh, Le Quang Liem, Svane, Murzin, Wojtaszek, Saleh Salem"
4th Aivars Stasans Memorial,Latvia,July 12,July 13,Open,Rapid,,https://sahafederacija.lv/,,Europe,,,,,,,Alexei Shirov
Biel International Chess Festival – Open,Biel - Switzerland,July 12,July 25,Open,Classical,9,https://www.chessdom.com/biel-international-chess-festival-2025-open/,,Europe,,,,,,,
Biel International Chess Festival – Challengers,Biel - Switzerland,July 12,July 25,RR,Classical,9,https://www.chessdom.com/biel-international-chess-festival-challengers/,,Europe,,,,,,,
Swiss Individual Championship,Disentis - Switzerland,July 12,July 20,Open,Classical,,https://www.swisschess.ch/sem_2025.html,,Europe,,,,,,,
Jihlava Open - Freestyle Chess 960 - Evgeni Melikset-Begi Memorial,Jihlav - Czechia,July 12,July 12,Open,Freestyle,,https://chesshousepraha.cz/en,,Europe,,,,,,,
48th Ikaros International Chess Tournament 2025,Ikaria Island - Greece,July 12,July 19,Open,Classical,,https://ikariachess.blogspot.com/,,Europe,,,,,,,
Southall Junior Rapidplay,Southall - England,July 12,July 12,Junior,Rapid,,https://britchess.wufoo.com/cabinet/c3ee0424-7e21-4977-9830-ca2a9c46259c,,Europe,,,,,,,
III Milton Keynes FIDE Rapid Tournament,Milton Keynes - England,July 12,July 12,Open,Rapid,,https://form.jotform.com/250383319240350,,Europe,,,,,,,
Dartford Junior Chess Open 2025,Dartford - England,July 12,July 12,Junior,Rapid,,https://congress.dartfordchess.com/enter.html,,Europe,,,,,,,
Southall FIDE Congress,Southall - England,July 12,July 13,Open,Classical,,https://form.jotform.com/232021024662340,,Europe,,,,,,,
The Checkmate FIDE Challengers 2025,Adelaide - Australia,July 12,July 13,Open,Classical,,https://sachess.org.au/event/the-checkmate-fide-challengers-2025/,,Oceania,,,,,,,
Jihlava Freestyle,Jihlav - Czechia,July 12,July 12,Open,Freestyle,,http://chesshousepraha.cz/,,Europe,,,,,,,
1st Greater Baystate Summer Open,Auburn - USA,July 12,July 12,Open,Classical,,https://www.greaterbaystatechess.com/,,North America,,,,,,,
Trenera Aivara Stašāna 4. piemiņas kauss 2025,Riga - Latvia,July 12,July 13,Open,Rapid,,https://www.chessdom.com/trenera-aivara-stasana-4-pieminas-kauss-2025-live/,,Europe,,,,,,,"Nikita Meshkovs, Toms Kantans"
D.Kayumov Memorial,Tashkent - Uzbekistan,July 12,July 16,RR,Classical,,https://www.chessdom.com/d-kayumov-memorial-2025-live/,,Asia,,,,,,,
NSW Rapid Championship ,Sydney - Australia,July 13,July 13,,Rapid,,https://auschess.org.au/,,Oceania,,,,,,,
Blue Chevaliers International Open,Phuket - Thailand,July 13,July 19,Open,Classical,,https://www.chessdom.com/4th-blue-chevaliers-international-open-phuket-live/,,Asia,,,,,,,
XXV Obert Internacional Sant Martí 2025,Barcelona - Spain,July 13,July 21,Open,Classical,,https://www.chessdom.com/xxv-obert-internacional-sant-marti-2025-grup-a/,,Europe,,,,,,,
Blue Chevaliers International Open,Phuket - Thailand,July 13,July 19,Open,Classical,,https://calendar.fide.com/event_files/3173/Blue_Chevaliers_International_Open_Regulations.pdf,,Asia,,,,,,,
XXV Obert Internacional Sant Martí 2025,Barcelona - Spain,July 13,July 21,Open,Classical,,https://www.cesantmarti.com/Internacional/,,Europe,,,,,,,
Berkshire Open Event - Chess Tournament,Finchampstead - England,July 13,July 13,Junior,Rapid,,https://www.eventbrite.com/e/copy-of-berkshire-open-event-chess-tournament-tickets-1334964216909,,Europe,,,,,,,
Summit Rapid,Auckland - New Zealand,July 13,July 13,Open,Rapid,,https://newzealandchess.co.nz/event/summit-rapid-july/,,Oceania,,,,,,,
3rd GH Raisoni Memorial Pune International FIDE Rapid Rating Chess Tournament 2025,Maharashtra - India,July 13,July 13,,,,,,Asia,,,,,,,
Vila del Vendrell - Memorial Josep Maria Pellicer ,El Vendrell - Spain,July 13,July 13,Open,Rapid,,https://www.chessdom.com/v-chess-open-internacional-vila-del-vendrell-2025-live/,,Europe,,,,,,,
ChessFest 2025,England,July 13,July 13,Open,Mixed,,https://www.chessdom.com/chessfest-2025-all-the-information/,,Europe,,,,,,,
Portuguese Women Team Chess Championship,Soure - Portugal,July 13,July 14,Teams,Classical,,https://www.chessdom.com/portuguese-women-team-chess-championship-2024-25-live/,,Europe,women,,,,,,Lisandra Teresa Ordaz Valdes
Šachovo lukostrelecký denný tábor 14.-18.7. 2025,Bratislava - mestská časť Rača,July 14,July 18,Open,Classical,,http://chess.sk/files/turnaje/1_propozicie_sach_luk_tabor_2025.pdf,,Europe,,,,,,,
XXXIII Heart of Finland Open,Jyväskylä - Finland,July 14,July 20,Open,Classical,,https://www.chessdom.com/xxxiii-heart-of-finland-open-live/,,Europe,,,,,,,
22th Karpov International Chess Tournament,Khanty-Mansiysk - Russia,July 14,July 26,Open,Classical,9,,,Asia,,,,,,,
"5th INTERNATIONAL SUMMER CHESS FESTIVAL ""SERBIA OPEN 2025""",Belgrade - Serbia,July 14,July 23,Open,Classical,,https://serbiachessopen.com/,,Europe,,,,,,,
US Junior Championship 2025,Saint Louis - Missouri - USA,July 14,July 25,RR,Classical,,https://saintlouischessclub.org/event/2025-u-s-national-championships/,,North America,juniors,,,,,,
US Girls Championship 2025,Saint Louis - Missouri - USA,July 14,July 25,RR,Classical,,https://saintlouischessclub.org/event/2025-u-s-national-championships/,,North America,juniors,,,,,,
US Senior Championship 2025,Saint Louis - Missouri - USA,July 14,July 25,RR,Classical,,https://saintlouischessclub.org/event/2025-u-s-national-championships/,,North America,Seniors,,,,,,
Serbia Open 2025,Serbia,July 14,July 23,Open,Classical,,https://serbiachess.org/,,Europe,,,,,,,
Spanish Youth Chess Championships 2025 U14,Almeria - Spain,July 14,July 19,Open,Classical,,https://feda.org/feda2k16/c11-2025-convocatoria-de-los-campeonatos-de-espana-individuales-sub-8-a-sub-16/,,Europe,juniors,,,,,,
Chess Open Internacional CA Monteolivete 2025,Valencia - Spain,July 14,July 20,Open,Classical,,https://www.chessdom.com/v-chess-open-internacional-ca-monteolivete-2025-live/,,Europe,,,,,,,
Portuguese Team Chess Championship,Soure - Portugal,July 14,July 20,Teams,Classical,,https://www.chessdom.com/portuguese-team-chess-championship-2024-25-live/,,Europe,,,,,,,"Vasyl Ivanchuk, Shant Sargsyan, Robert Ararati Hovhannisyan, Hayk Martirosyan, Jaime Santos Latasa, Andrei Volokitin, Samvel Ter-Sahakyan, S.L. Narayanan, Venkatesh Pranav, Valery Kazakouski, Eduardo Patricio Iturrizaga Bonelli, Nikita Petrov, Manuel Perez Candelario, Yusnel Bacallao Alonso, Alexandr Hilario Takeda Sakai Fier, Sergey A. Fedorchuk, Fernando Rodrigo Peralta Marenco, Carlos Albornoz Cabrera"
Torneio Absoluto por Equipas da Maia 2025,Maia - Portugal,July 14,July 20,Teams,Classical,,https://www.chessdom.com/torneio-absoluto-por-equipas-da-maia-2025-live/,,Europe,,,,,,,
Guba Open 2025,Guba - Azerbaijan,July 15,July 22,Open,Classical,,https://www.chessdom.com/guba-open-2025-international-chess-festival-group-a/,,Europe,,,,,,,"Mahammad Muradli, Evgeny Romanov, Vitaliy Bernadskiy, Vugar Manafov, Khagan Ahmad, Mikheil Kekelidze"
Muswell Hill FIDE Chess,London - England,July 15,July 15,Open,Rapid,,https://form.jotform.com/62384663046964,,Europe,,,,,,,
Freestyle Las Vegas,Las Vegas - USA,July 16,July 20,KO,Classical freestyle,KO,https://calendar.chessdom.com/freestyle-chess-grand-slam-tour-2025-new-york/,yes,North America,,,,,,,"Magnus Carlsen, Hikaru Nakamura, Fabiano Caruana, Arjun Erigaisi, Nodirbek Abdusattorov, Leinier Dominguez, Vincent Keymer, Ian Nepomniachtchi, Levon Aronian, Wesley So, Parham Maghsoodloo, Praggnanandhaa, Hans Niemann, Javokhir Sindarov, Vidit Gujrathi, Bibisara Assaubayeva"
Zadar Chess Festival,Zadar - Croatia,July 16,July 23,Open,Classical,,https://chess-results.com/UploadData.aspx?lan=1&tnr=1126710&Uid=2,,Europe,,,,,,,
21st Chefchaouen International Chess Festival,Chefchaouen - Morocco,July 16,July 22,Open,Classical,,http://www.alwanfannia.net/,,Africa,,,,,,,
2025 CTCA INTERNATIONAL CHESS OPEN,Tapei City - Tawain,July 16,July 23,Open,Classical,,https://calendar.fide.com/event_files/3416/2025CTCA_Chess_Open_regulation_0212_final_.pdf,,Asia,,,,,,,
Guba open B,Guba - Azerbaijan,July 16,July 22,Open,Classical,,https://www.chessdom.com/guba-open-2025-international-chess-festival-group-b/,,Europe,,,,,,,
8.Internationales Raiffeisen Jugendturnier,Austria,July 17,July 20,,Classical,,,,Europe,,,,,,,
CZECH OPEN Pardubice,Pardubice - Czech Republic,July 17,August 3,Open,Classical,,https://www.chessdom.com/czech-open-2025-a-participants/,,Europe,,,,,,,"Anton Korobov, Alexander Donchenko, Liviu-Dieter Nisipeanu, Jergus Pechac, Diptayan Ghosh, Jan Subelj, Vaclav Finek, Christopher Noe, Yevgeniy Roshka, Jan Vykouk"
July Blitz 2025,Adelaide - Australia,July 17,July 17,Open,Blitz,,https://sachess.org.au/event/july-blitz-2025/,,Oceania,,,,,,,
NATO Chess Championship,Rhodes - Greece,July 17,July 23,Closed,Classical,,https://www.chessdom.com/34th-nato-chess-championship/,,Europe,,,,,,,
CTCA International Chess Open,Chinese Taipei,July 17,July 22,Open,Classical,,https://www.chessdom.com/2025-ctca-international-chess-open-live/,,Asia,,,,,,,
13th NY International Super Swiss Championship,New York - USA,July 17,July 20,Open,Classical,,https://www.chessdom.com/13th-ny-international-super-swiss-championship-live/,,North America,,,,,,,"Andrew Tang, "
German Amateur Chess 2025,Bad Wildungen - Germany,July 17,July 19,Open,Classical,,https://www.chessdom.com/german-amateur-championship-2024-25-live/,,Europe,,,,,,,
German Chess Cup Final 2025,Bad Wildungen - Germany,July 17,July 19,Open,Classical,,https://www.chessdom.com/german-chess-cup-final-2025-live/,,Europe,,,,,,,
Marshall Monthly U2400,New York - USA,July 18,July 20,Open,Classical,,https://www.marshallchessclub.org/tournaments/upcoming,,North America,,,,,,,
2025 Charlotte Summer Open,Charlotte - USA,July 18,July 20,Open,Classical,,https://www.charlottechesscenter.org/events/summeropen,,North America,,,,,,,
English Women Chess Championship 2025,Kenilworth - England,July 18,July 21,,Classical,,https://www.chessdom.com/english-women-chess-championship-2025/,,Europe,Women,,,,,,
English Women Chess Championship U1700 ,Kenilworth - England,July 18,July 21,,Classical,,https://www.chessdom.com/english-women-chess-championship-u1700/,,Europe,Women,,,,,,
English Chess Championship 2025,Kenilworth - England,July 18,July 21,,Classical,,https://www.chessdom.com/english-chess-championship-2025-schedule-and-information/,,Europe,,,,,,,
18th Paleochora Open Chess Tournament,Paleochora - Greece,July 18,July 26,Open,Classical,,https://www.chessdom.com/18th-paleochora-international-chess-tournament-group-a-live/,,Europe,,,,,,,
Asian Juniors and Girls Chess Championship 2025,Colombo - Sri Lanka,July 18,July 27,Continental Juniors,Classical,9,,,Asia,juniors,,,,,,
English Chess Championship 2025,Kenilworth - England,July 18,July 21,National,Classical,,https://www.chessdom.com/ecf-english-open-championship-2025-live/,,Europe,,,,,,,
English Women's Chess Championship and English Women's U1700 Competition 2025,Kenilworth - England,July 18,July 21,National,Classical,,https://www.chessdom.com/ecf-english-womens-championship-2025-live/,,Europe,women,,,,,,
Earlsfield FIDE Congress,London - England,July 18,July 19,Open,Classical,,https://form.jotform.com/231302020380334,,Europe,,,,,,,
Warrior Chess Academy International FIDE Rated Open Chess Tournament for Below 1800,Tamil Nadu - India,July 18,July 20,,,,,,Asia,,,,,,,
All India Below 1600 IInd Narendraji Firodiya Chashak Classical Fide Rating Chess Tournament,Maharashtra - India,July 18,July 20,,,,,,Asia,,,,,,,
Chicago Class,Illinois - USA,July 18,July 20,Open,Classical,,https://www.chesstour.com/,,North America,,,,,,,
Pittsburgh Open 2025,Pensilvaniya - USA,July 18,July 20,Open,Classical,,https://www.chesstour.com/,,North America,,,,,,,
Japan Chess Classic 2025,Tokyo - Japan,July 18,July 21,Open,Classical,,https://www.chessdom.com/japan-chess-classic-2025-participants/,,Asia,,,,,,,
XXXIX Copa Benito Juárez 2025 Sub-10,Oaxaca - Mexico,July 18,July 21,Open,Classical,,https://www.chessdom.com/xxxix-copa-benito-juarez-2025-sub-10-live/,,North America,juniors,,,,,,
